Date_DD_MM_YY	Date_YYYY_MM_DD	Latitude	Longitude	Place	Value
24-Oct-69	19691024	-67.60269444	62.87380556	Mawson	1287
27-Oct-69	19691027	-67.60269444	62.87380556	Mawson	1285
28-Oct-69	19691028	-67.60269444	62.87380556	Mawson	1281
30-Oct-69	19691030	-67.60269444	62.87380556	Mawson	1283
1-Nov-69	19691101	-67.60269444	62.87380556	Mawson	1278
3-Nov-69	19691103	-67.60269444	62.87380556	Mawson	1272
4-Nov-69	19691104	-67.60269444	62.87380556	Mawson	1270
5-Nov-69	19691105	-67.60269444	62.87380556	Mawson	1268
6-Nov-69	19691106	-67.60269444	62.87380556	Mawson	1263
7-Nov-69	19691107	-67.60269444	62.87380556	Mawson	1258
10-Nov-69	19691110	-67.60269444	62.87380556	Mawson	1249
12-Nov-69	19691112	-67.60269444	62.87380556	Mawson	1248
14-Nov-69	19691114	-67.60269444	62.87380556	Mawson	1244
16-Nov-69	19691116	-67.60269444	62.87380556	Mawson	1238
18-Nov-69	19691118	-67.60269444	62.87380556	Mawson	1227
19-Nov-69	19691119	-67.60269444	62.87380556	Mawson	1226
1-Dec-69	19691201	-67.60269444	62.87380556	Mawson	1200
4-Dec-69	19691204	-67.60269444	62.87380556	Mawson	1196
5-Dec-69	19691205	-67.60269444	62.87380556	Mawson	1184
10-Dec-69	19691210	-67.60269444	62.87380556	Mawson	1170
11-Dec-69	19691211	-67.60269444	62.87380556	Mawson	1170
15-Dec-69	19691215	-67.60269444	62.87380556	Mawson	1151
16-Dec-69	19691216	-67.60269444	62.87380556	Mawson	1139
17-Dec-69	19691217	-67.60269444	62.87380556	Mawson	1138
18-Dec-69	19691218	-67.60269444	62.87380556	Mawson	1130
20-Dec-69	19691220	-67.60269444	62.87380556	Mawson	1120
22-Dec-69	19691222	-67.60269444	62.87380556	Mawson	1095
23-Dec-69	19691223	-67.60269444	62.87380556	Mawson	1087
24-Dec-69	19691224	-67.60269444	62.87380556	Mawson	1082
26-Dec-69	19691226	-67.60269444	62.87380556	Mawson	1075
30-Dec-69	19691230	-67.60269444	62.87380556	Mawson	1032
13-Jan-70	19700113	-67.60269444	62.87380556	Mawson	1
22-Mar-70	19700322	-67.60269444	62.87380556	Mawson	1
23-Mar-70	19700323	-67.60269444	62.87380556	Mawson	78
25-Mar-70	19700325	-67.60269444	62.87380556	Mawson	128
26-Mar-70	19700326	-67.60269444	62.87380556	Mawson	165
28-Mar-70	19700328	-67.60269444	62.87380556	Mawson	176
29-Mar-70	19700329	-67.60269444	62.87380556	Mawson	191
30-Mar-70	19700330	-67.60269444	62.87380556	Mawson	202
31-Mar-70	19700331	-67.60269444	62.87380556	Mawson	216
1-Apr-70	19700401	-67.60269444	62.87380556	Mawson	254
3-Apr-70	19700403	-67.60269444	62.87380556	Mawson	280
4-Apr-70	19700404	-67.60269444	62.87380556	Mawson	289
6-Apr-70	19700406	-67.60269444	62.87380556	Mawson	300
7-Apr-70	19700407	-67.60269444	62.87380556	Mawson	302
9-Apr-70	19700409	-67.60269444	62.87380556	Mawson	322
10-Apr-70	19700410	-67.60269444	62.87380556	Mawson	327
11-Apr-70	19700411	-67.60269444	62.87380556	Mawson	332
12-Apr-70	19700412	-67.60269444	62.87380556	Mawson	344
13-Apr-70	19700413	-67.60269444	62.87380556	Mawson	353
14-Apr-70	19700414	-67.60269444	62.87380556	Mawson	362
15-Apr-70	19700415	-67.60269444	62.87380556	Mawson	379
16-Apr-70	19700416	-67.60269444	62.87380556	Mawson	388
17-Apr-70	19700417	-67.60269444	62.87380556	Mawson	396
18-Apr-70	19700418	-67.60269444	62.87380556	Mawson	406
21-Apr-70	19700421	-67.60269444	62.87380556	Mawson	445
22-Apr-70	19700422	-67.60269444	62.87380556	Mawson	458
24-Apr-70	19700424	-67.60269444	62.87380556	Mawson	462
26-Apr-70	19700426	-67.60269444	62.87380556	Mawson	475
28-Apr-70	19700428	-67.60269444	62.87380556	Mawson	492
1-May-70	19700501	-67.60269444	62.87380556	Mawson	550
3-May-70	19700503	-67.60269444	62.87380556	Mawson	575
5-May-70	19700505	-67.60269444	62.87380556	Mawson	612
7-May-70	19700507	-67.60269444	62.87380556	Mawson	638
9-May-70	19700509	-67.60269444	62.87380556	Mawson	657
12-May-70	19700512	-67.60269444	62.87380556	Mawson	685
15-May-70	19700515	-67.60269444	62.87380556	Mawson	728
18-May-70	19700518	-67.60269444	62.87380556	Mawson	770
21-May-70	19700521	-67.60269444	62.87380556	Mawson	799
24-May-70	19700524	-67.60269444	62.87380556	Mawson	825
26-May-70	19700526	-67.60269444	62.87380556	Mawson	836
29-May-70	19700529	-67.60269444	62.87380556	Mawson	871
1-Jun-70	19700601	-67.60269444	62.87380556	Mawson	902
3-Jun-70	19700603	-67.60269444	62.87380556	Mawson	926
5-Jun-70	19700605	-67.60269444	62.87380556	Mawson	952
8-Jun-70	19700608	-67.60269444	62.87380556	Mawson	965
10-Jun-70	19700610	-67.60269444	62.87380556	Mawson	985
12-Jun-70	19700612	-67.60269444	62.87380556	Mawson	999
14-Jun-70	19700614	-67.60269444	62.87380556	Mawson	1012
17-Jun-70	19700617	-67.60269444	62.87380556	Mawson	1030
19-Jun-70	19700619	-67.60269444	62.87380556	Mawson	1046
21-Jun-70	19700621	-67.60269444	62.87380556	Mawson	1059
23-Jun-70	19700623	-67.60269444	62.87380556	Mawson	1074
26-Jun-70	19700626	-67.60269444	62.87380556	Mawson	1095
29-Jun-70	19700629	-67.60269444	62.87380556	Mawson	1103
1-Jul-70	19700701	-67.60269444	62.87380556	Mawson	1115
3-Jul-70	19700703	-67.60269444	62.87380556	Mawson	1127
17-Jul-70	19700717	-67.60269444	62.87380556	Mawson	1149
20-Jul-70	19700720	-67.60269444	62.87380556	Mawson	1154
23-Jul-70	19700723	-67.60269444	62.87380556	Mawson	1157
25-Jul-70	19700725	-67.60269444	62.87380556	Mawson	1160
28-Jul-70	19700728	-67.60269444	62.87380556	Mawson	1167
31-Jul-70	19700731	-67.60269444	62.87380556	Mawson	1175
3-Aug-70	19700803	-67.60269444	62.87380556	Mawson	1182
6-Aug-70	19700806	-67.60269444	62.87380556	Mawson	1192
9-Aug-70	19700809	-67.60269444	62.87380556	Mawson	1197
11-Aug-70	19700811	-67.60269444	62.87380556	Mawson	1202
14-Aug-70	19700814	-67.60269444	62.87380556	Mawson	1209
17-Aug-70	19700817	-67.60269444	62.87380556	Mawson	1214
20-Aug-70	19700820	-67.60269444	62.87380556	Mawson	1218
22-Aug-70	19700822	-67.60269444	62.87380556	Mawson	1221
26-Aug-70	19700826	-67.60269444	62.87380556	Mawson	1227
29-Aug-70	19700829	-67.60269444	62.87380556	Mawson	1230
1-Sep-70	19700901	-67.60269444	62.87380556	Mawson	1232
3-Sep-70	19700903	-67.60269444	62.87380556	Mawson	1232
5-Sep-70	19700905	-67.60269444	62.87380556	Mawson	1239
8-Sep-70	19700908	-67.60269444	62.87380556	Mawson	1241
11-Sep-70	19700911	-67.60269444	62.87380556	Mawson	1248
13-Sep-70	19700913	-67.60269444	62.87380556	Mawson	1251
16-Sep-70	19700916	-67.60269444	62.87380556	Mawson	1257
19-Sep-70	19700919	-67.60269444	62.87380556	Mawson	1265
22-Sep-70	19700922	-67.60269444	62.87380556	Mawson	1276
26-Sep-70	19700926	-67.60269444	62.87380556	Mawson	1289
29-Sep-70	19700929	-67.60269444	62.87380556	Mawson	1302
2-Oct-70	19701002	-67.60269444	62.87380556	Mawson	1309
3-Oct-70	19701003	-67.60269444	62.87380556	Mawson	1312
6-Oct-70	19701006	-67.60269444	62.87380556	Mawson	1317
9-Oct-70	19701009	-67.60269444	62.87380556	Mawson	1319
12-Oct-70	19701012	-67.60269444	62.87380556	Mawson	1321
14-Oct-70	19701014	-67.60269444	62.87380556	Mawson	1320
17-Oct-70	19701017	-67.60269444	62.87380556	Mawson	1314
19-Oct-70	19701019	-67.60269444	62.87380556	Mawson	1310
22-Oct-70	19701022	-67.60269444	62.87380556	Mawson	1308
25-Oct-70	19701025	-67.60269444	62.87380556	Mawson	1307
28-Oct-70	19701028	-67.60269444	62.87380556	Mawson	1304
31-Oct-70	19701031	-67.60269444	62.87380556	Mawson	1301
2-Nov-70	19701102	-67.60269444	62.87380556	Mawson	1294
5-Nov-70	19701105	-67.60269444	62.87380556	Mawson	1285
8-Nov-70	19701108	-67.60269444	62.87380556	Mawson	1276
11-Nov-70	19701111	-67.60269444	62.87380556	Mawson	1267
14-Nov-70	19701114	-67.60269444	62.87380556	Mawson	1260
17-Nov-70	19701117	-67.60269444	62.87380556	Mawson	1254
20-Nov-70	19701120	-67.60269444	62.87380556	Mawson	1247
23-Nov-70	19701123	-67.60269444	62.87380556	Mawson	1244
26-Nov-70	19701126	-67.60269444	62.87380556	Mawson	1235
29-Nov-70	19701129	-67.60269444	62.87380556	Mawson	1223
2-Dec-70	19701202	-67.60269444	62.87380556	Mawson	1210
5-Dec-70	19701205	-67.60269444	62.87380556	Mawson	1195
8-Dec-70	19701208	-67.60269444	62.87380556	Mawson	1170
11-Dec-70	19701211	-67.60269444	62.87380556	Mawson	1150
14-Dec-70	19701214	-67.60269444	62.87380556	Mawson	1131
7-Jan-71	19710107	-67.60269444	62.87380556	Mawson	1
23-Mar-71	19710323	-67.60269444	62.87380556	Mawson	1
28-Mar-71	19710328	-67.60269444	62.87380556	Mawson	1
1-Apr-71	19710401	-67.60269444	62.87380556	Mawson	1
13-Apr-71	19710413	-67.60269444	62.87380556	Mawson	360
18-Apr-71	19710418	-67.60269444	62.87380556	Mawson	520
21-Apr-71	19710421	-67.60269444	62.87380556	Mawson	530
25-Apr-71	19710425	-67.60269444	62.87380556	Mawson	580
28-Apr-71	19710428	-67.60269444	62.87380556	Mawson	610
5-May-71	19710505	-67.60269444	62.87380556	Mawson	670
9-May-71	19710509	-67.60269444	62.87380556	Mawson	710
12-May-71	19710512	-67.60269444	62.87380556	Mawson	740
16-May-71	19710516	-67.60269444	62.87380556	Mawson	770
19-May-71	19710519	-67.60269444	62.87380556	Mawson	800
23-May-71	19710523	-67.60269444	62.87380556	Mawson	850
26-May-71	19710526	-67.60269444	62.87380556	Mawson	900
30-May-71	19710530	-67.60269444	62.87380556	Mawson	920
2-Jun-71	19710602	-67.60269444	62.87380556	Mawson	940
6-Jun-71	19710606	-67.60269444	62.87380556	Mawson	970
9-Jun-71	19710609	-67.60269444	62.87380556	Mawson	1000
14-Jun-71	19710614	-67.60269444	62.87380556	Mawson	1040
16-Jun-71	19710616	-67.60269444	62.87380556	Mawson	1060
20-Jun-71	19710620	-67.60269444	62.87380556	Mawson	1070
23-Jun-71	19710623	-67.60269444	62.87380556	Mawson	1100
28-Jun-71	19710628	-67.60269444	62.87380556	Mawson	1130
30-Jun-71	19710630	-67.60269444	62.87380556	Mawson	1140
4-Jul-71	19710704	-67.60269444	62.87380556	Mawson	1140
7-Jul-71	19710707	-67.60269444	62.87380556	Mawson	1150
11-Jul-71	19710711	-67.60269444	62.87380556	Mawson	1170
14-Jul-71	19710714	-67.60269444	62.87380556	Mawson	1180
18-Jul-71	19710718	-67.60269444	62.87380556	Mawson	1210
21-Jul-71	19710721	-67.60269444	62.87380556	Mawson	1230
25-Jul-71	19710725	-67.60269444	62.87380556	Mawson	1250
28-Jul-71	19710728	-67.60269444	62.87380556	Mawson	1280
1-Aug-71	19710801	-67.60269444	62.87380556	Mawson	1300
11-Aug-71	19710811	-67.60269444	62.87380556	Mawson	1350
15-Aug-71	19710815	-67.60269444	62.87380556	Mawson	1360
18-Aug-71	19710818	-67.60269444	62.87380556	Mawson	1370
22-Aug-71	19710822	-67.60269444	62.87380556	Mawson	1390
25-Aug-71	19710825	-67.60269444	62.87380556	Mawson	1400
29-Aug-71	19710829	-67.60269444	62.87380556	Mawson	1400
5-Sep-71	19710905	-67.60269444	62.87380556	Mawson	1390
8-Sep-71	19710908	-67.60269444	62.87380556	Mawson	1400
12-Sep-71	19710912	-67.60269444	62.87380556	Mawson	1410
15-Sep-71	19710915	-67.60269444	62.87380556	Mawson	1410
19-Sep-71	19710919	-67.60269444	62.87380556	Mawson	1420
22-Sep-71	19710922	-67.60269444	62.87380556	Mawson	1430
26-Sep-71	19710926	-67.60269444	62.87380556	Mawson	1440
29-Sep-71	19710929	-67.60269444	62.87380556	Mawson	1440
3-Oct-71	19711003	-67.60269444	62.87380556	Mawson	1440
7-Oct-71	19711007	-67.60269444	62.87380556	Mawson	1450
11-Oct-71	19711011	-67.60269444	62.87380556	Mawson	1450
13-Oct-71	19711013	-67.60269444	62.87380556	Mawson	1450
17-Oct-71	19711017	-67.60269444	62.87380556	Mawson	1450
20-Oct-71	19711020	-67.60269444	62.87380556	Mawson	1440
24-Oct-71	19711024	-67.60269444	62.87380556	Mawson	1430
27-Oct-71	19711027	-67.60269444	62.87380556	Mawson	1430
31-Oct-71	19711031	-67.60269444	62.87380556	Mawson	1420
3-Nov-71	19711103	-67.60269444	62.87380556	Mawson	1410
7-Nov-71	19711107	-67.60269444	62.87380556	Mawson	1410
10-Nov-71	19711110	-67.60269444	62.87380556	Mawson	1400
14-Nov-71	19711114	-67.60269444	62.87380556	Mawson	1390
17-Nov-71	19711117	-67.60269444	62.87380556	Mawson	1370
21-Nov-71	19711121	-67.60269444	62.87380556	Mawson	1370
24-Nov-71	19711124	-67.60269444	62.87380556	Mawson	1350
28-Nov-71	19711128	-67.60269444	62.87380556	Mawson	1340
1-Dec-71	19711201	-67.60269444	62.87380556	Mawson	1320
5-Dec-71	19711205	-67.60269444	62.87380556	Mawson	1310
8-Dec-71	19711208	-67.60269444	62.87380556	Mawson	1270
12-Dec-71	19711212	-67.60269444	62.87380556	Mawson	1250
15-Dec-71	19711215	-67.60269444	62.87380556	Mawson	1230
19-Dec-71	19711219	-67.60269444	62.87380556	Mawson	1170
15-Jan-72	19720115	-67.60269444	62.87380556	Mawson	1
26-Mar-73	19730326	-67.60269444	62.87380556	Mawson	1
12-Apr-73	19730412	-67.60269444	62.87380556	Mawson	250
28-May-73	19730528	-67.60269444	62.87380556	Mawson	1120
9-Jun-73	19730609	-67.60269444	62.87380556	Mawson	1170
17-Sep-73	19730917	-67.60269444	62.87380556	Mawson	1460
21-Sep-73	19730921	-67.60269444	62.87380556	Mawson	1470
27-Sep-73	19730927	-67.60269444	62.87380556	Mawson	1470
7-Oct-73	19731007	-67.60269444	62.87380556	Mawson	1475
13-Nov-73	19731113	-67.60269444	62.87380556	Mawson	1260
12-Jan-74	19740112	-67.60269444	62.87380556	Mawson	1
26-Jan-74	19740126	-67.60269444	62.87380556	Mawson	1
18-Mar-74	19740318	-67.60269444	62.87380556	Mawson	1
7-Aug-74	19740807	-67.60269444	62.87380556	Mawson	1370
20-Aug-74	19740820	-67.60269444	62.87380556	Mawson	1410
3-Sep-74	19740903	-67.60269444	62.87380556	Mawson	1460
2-Oct-74	19741002	-67.60269444	62.87380556	Mawson	1530
21-Oct-74	19741021	-67.60269444	62.87380556	Mawson	1500
2-Nov-74	19741102	-67.60269444	62.87380556	Mawson	1480
2-Dec-74	19741202	-67.60269444	62.87380556	Mawson	1360
31-Dec-74	19741231	-67.60269444	62.87380556	Mawson	800
18-Jan-76	19760118	-67.60269444	62.87380556	Mawson	1
27-Mar-76	19760327	-67.60269444	62.87380556	Mawson	1
30-Mar-76	19760330	-67.60269444	62.87380556	Mawson	170
2-Apr-76	19760402	-67.60269444	62.87380556	Mawson	280
5-Apr-76	19760405	-67.60269444	62.87380556	Mawson	300
7-Apr-76	19760407	-67.60269444	62.87380556	Mawson	320
18-Apr-76	19760418	-67.60269444	62.87380556	Mawson	520
30-Apr-76	19760430	-67.60269444	62.87380556	Mawson	620
10-May-76	19760510	-67.60269444	62.87380556	Mawson	1050
15-May-76	19760515	-67.60269444	62.87380556	Mawson	820
24-May-76	19760524	-67.60269444	62.87380556	Mawson	940
31-May-76	19760531	-67.60269444	62.87380556	Mawson	1000
15-Jun-76	19760615	-67.60269444	62.87380556	Mawson	1075
25-Jun-76	19760625	-67.60269444	62.87380556	Mawson	1155
30-Jun-76	19760630	-67.60269444	62.87380556	Mawson	1175
2-Jul-76	19760702	-67.60269444	62.87380556	Mawson	1185
4-Jul-76	19760704	-67.60269444	62.87380556	Mawson	1195
7-Jul-76	19760707	-67.60269444	62.87380556	Mawson	1210
10-Jul-76	19760710	-67.60269444	62.87380556	Mawson	1225
15-Jul-76	19760715	-67.60269444	62.87380556	Mawson	1245
17-Jul-76	19760717	-67.60269444	62.87380556	Mawson	1255
20-Jul-76	19760720	-67.60269444	62.87380556	Mawson	1295
26-Jul-76	19760726	-67.60269444	62.87380556	Mawson	1313
29-Jul-76	19760729	-67.60269444	62.87380556	Mawson	1330
31-Jul-76	19760731	-67.60269444	62.87380556	Mawson	1330
2-Aug-76	19760802	-67.60269444	62.87380556	Mawson	1340
5-Aug-76	19760805	-67.60269444	62.87380556	Mawson	1355
8-Aug-76	19760808	-67.60269444	62.87380556	Mawson	1370
10-Aug-76	19760810	-67.60269444	62.87380556	Mawson	1385
13-Aug-76	19760813	-67.60269444	62.87380556	Mawson	1390
15-Aug-76	19760815	-67.60269444	62.87380556	Mawson	1400
20-Aug-76	19760820	-67.60269444	62.87380556	Mawson	1415
22-Aug-76	19760822	-67.60269444	62.87380556	Mawson	1425
25-Aug-76	19760825	-67.60269444	62.87380556	Mawson	1435
27-Aug-76	19760827	-67.60269444	62.87380556	Mawson	1445
31-Aug-76	19760831	-67.60269444	62.87380556	Mawson	1460
11-Sep-76	19760911	-67.60269444	62.87380556	Mawson	1505
13-Sep-76	19760913	-67.60269444	62.87380556	Mawson	1515
17-Sep-76	19760917	-67.60269444	62.87380556	Mawson	1535
20-Sep-76	19760920	-67.60269444	62.87380556	Mawson	1540
22-Sep-76	19760922	-67.60269444	62.87380556	Mawson	1545
24-Sep-76	19760924	-67.60269444	62.87380556	Mawson	1550
27-Sep-76	19760927	-67.60269444	62.87380556	Mawson	1555
30-Sep-76	19760930	-67.60269444	62.87380556	Mawson	1555
1-Oct-76	19761001	-67.60269444	62.87380556	Mawson	1565
3-Oct-76	19761003	-67.60269444	62.87380556	Mawson	1560
5-Oct-76	19761005	-67.60269444	62.87380556	Mawson	1570
7-Oct-76	19761007	-67.60269444	62.87380556	Mawson	1565
10-Oct-76	19761010	-67.60269444	62.87380556	Mawson	1570
13-Oct-76	19761013	-67.60269444	62.87380556	Mawson	1565
18-Oct-76	19761018	-67.60269444	62.87380556	Mawson	1565
21-Oct-76	19761021	-67.60269444	62.87380556	Mawson	1565
23-Oct-76	19761023	-67.60269444	62.87380556	Mawson	1565
25-Oct-76	19761025	-67.60269444	62.87380556	Mawson	1555
28-Oct-76	19761028	-67.60269444	62.87380556	Mawson	1560
1-Nov-76	19761101	-67.60269444	62.87380556	Mawson	1550
3-Nov-76	19761103	-67.60269444	62.87380556	Mawson	1540
5-Nov-76	19761105	-67.60269444	62.87380556	Mawson	1525
6-Nov-76	19761106	-67.60269444	62.87380556	Mawson	1515
8-Nov-76	19761108	-67.60269444	62.87380556	Mawson	1520
10-Nov-76	19761110	-67.60269444	62.87380556	Mawson	1505
13-Nov-76	19761113	-67.60269444	62.87380556	Mawson	1500
15-Nov-76	19761115	-67.60269444	62.87380556	Mawson	1500
18-Nov-76	19761118	-67.60269444	62.87380556	Mawson	1500
22-Nov-76	19761122	-67.60269444	62.87380556	Mawson	1490
25-Nov-76	19761125	-67.60269444	62.87380556	Mawson	1480
27-Nov-76	19761127	-67.60269444	62.87380556	Mawson	1480
29-Nov-76	19761129	-67.60269444	62.87380556	Mawson	1475
30-Nov-76	19761130	-67.60269444	62.87380556	Mawson	1475
3-Dec-76	19761203	-67.60269444	62.87380556	Mawson	1470
5-Dec-76	19761205	-67.60269444	62.87380556	Mawson	1460
8-Dec-76	19761208	-67.60269444	62.87380556	Mawson	1450
10-Dec-76	19761210	-67.60269444	62.87380556	Mawson	1430
18-Jan-77	19770118	-67.60269444	62.87380556	Mawson	960
19-Jan-77	19770119	-67.60269444	62.87380556	Mawson	1
18-Mar-77	19770318	-67.60269444	62.87380556	Mawson	1
19-Mar-77	19770319	-67.60269444	62.87380556	Mawson	50
22-Mar-77	19770322	-67.60269444	62.87380556	Mawson	150
23-Mar-77	19770323	-67.60269444	62.87380556	Mawson	180
24-Mar-77	19770324	-67.60269444	62.87380556	Mawson	195
25-Mar-77	19770325	-67.60269444	62.87380556	Mawson	215
27-Mar-77	19770327	-67.60269444	62.87380556	Mawson	255
28-Mar-77	19770328	-67.60269444	62.87380556	Mawson	275
29-Mar-77	19770329	-67.60269444	62.87380556	Mawson	280
30-Mar-77	19770330	-67.60269444	62.87380556	Mawson	290
31-Mar-77	19770331	-67.60269444	62.87380556	Mawson	300
1-Apr-77	19770401	-67.60269444	62.87380556	Mawson	325
15-Apr-77	19770415	-67.60269444	62.87380556	Mawson	520
22-Apr-77	19770422	-67.60269444	62.87380556	Mawson	580
23-Apr-77	19770423	-67.60269444	62.87380556	Mawson	600
4-May-77	19770504	-67.60269444	62.87380556	Mawson	750
6-May-77	19770506	-67.60269444	62.87380556	Mawson	760
27-May-77	19770527	-67.60269444	62.87380556	Mawson	900
28-Jun-77	19770628	-67.60269444	62.87380556	Mawson	1130
29-Jun-77	19770629	-67.60269444	62.87380556	Mawson	1130
4-Jul-77	19770704	-67.60269444	62.87380556	Mawson	1150
5-Jul-77	19770705	-67.60269444	62.87380556	Mawson	1150
18-Jul-77	19770718	-67.60269444	62.87380556	Mawson	1240
17-Aug-77	19770817	-67.60269444	62.87380556	Mawson	1325
16-Sep-77	19770916	-67.60269444	62.87380556	Mawson	1500
30-Sep-77	19770930	-67.60269444	62.87380556	Mawson	1510
8-Oct-77	19771008	-67.60269444	62.87380556	Mawson	1480
14-Oct-77	19771014	-67.60269444	62.87380556	Mawson	1470
22-Oct-77	19771022	-67.60269444	62.87380556	Mawson	1510
12-Nov-77	19771112	-67.60269444	62.87380556	Mawson	1450
23-Dec-77	19771223	-67.60269444	62.87380556	Mawson	1370
24-Dec-77	19771224	-67.60269444	62.87380556	Mawson	1370
16-Jan-78	19780116	-67.60269444	62.87380556	Mawson	1
22-Mar-79	19790322	-68.57661111	77.96738889	Davis	1
22-Mar-79	19790322	-67.60269444	62.87380556	Mawson	1
23-Mar-79	19790323	-67.60269444	62.87380556	Mawson	30
24-Mar-79	19790324	-68.57661111	77.96738889	Davis	165
27-Mar-79	19790327	-67.60269444	62.87380556	Mawson	115
29-Mar-79	19790329	-67.60269444	62.87380556	Mawson	1
31-Mar-79	19790331	-68.57661111	77.96738889	Davis	260
1-Apr-79	19790401	-67.60269444	62.87380556	Mawson	1
6-Apr-79	19790406	-66.28180556	110.5276111	Casey	1
8-Apr-79	19790408	-68.57661111	77.96738889	Davis	380
10-Apr-79	19790410	-66.28180556	110.5276111	Casey	100
11-Apr-79	19790411	-67.60269444	62.87380556	Mawson	295
14-Apr-79	19790414	-66.28180556	110.5276111	Casey	1
15-Apr-79	19790415	-68.57661111	77.96738889	Davis	470
19-Apr-79	19790419	-67.60269444	62.87380556	Mawson	415
22-Apr-79	19790422	-68.57661111	77.96738889	Davis	540
29-Apr-79	19790429	-68.57661111	77.96738889	Davis	500
6-May-79	19790506	-68.57661111	77.96738889	Davis	530
13-May-79	19790513	-68.57661111	77.96738889	Davis	580
20-May-79	19790520	-68.57661111	77.96738889	Davis	620
27-May-79	19790527	-68.57661111	77.96738889	Davis	770
1-Jun-79	19790601	-66.28180556	110.5276111	Casey	1
3-Jun-79	19790603	-68.57661111	77.96738889	Davis	810
5-Jun-79	19790605	-66.28180556	110.5276111	Casey	100
10-Jun-79	19790610	-68.57661111	77.96738889	Davis	850
16-Jun-79	19790616	-66.28180556	110.5276111	Casey	1
17-Jun-79	19790617	-68.57661111	77.96738889	Davis	890
24-Jun-79	19790624	-68.57661111	77.96738889	Davis	970
30-Jun-79	19790630	-68.57661111	77.96738889	Davis	1080
4-Jul-79	19790704	-66.28180556	110.5276111	Casey	1
8-Jul-79	19790708	-68.57661111	77.96738889	Davis	1100
15-Jul-79	19790715	-68.57661111	77.96738889	Davis	1160
21-Jul-79	19790721	-66.28180556	110.5276111	Casey	1
22-Jul-79	19790722	-68.57661111	77.96738889	Davis	1260
23-Jul-79	19790723	-67.60269444	62.87380556	Mawson	1285
24-Jul-79	19790724	-66.28180556	110.5276111	Casey	1
26-Jul-79	19790726	-66.28180556	110.5276111	Casey	1
26-Jul-79	19790726	-67.60269444	62.87380556	Mawson	1345
29-Jul-79	19790729	-66.28180556	110.5276111	Casey	1
29-Jul-79	19790729	-68.57661111	77.96738889	Davis	1340
5-Aug-79	19790805	-68.57661111	77.96738889	Davis	1340
7-Aug-79	19790807	-66.28180556	110.5276111	Casey	1
12-Aug-79	19790812	-68.57661111	77.96738889	Davis	1340
14-Aug-79	19790814	-67.60269444	62.87380556	Mawson	1485
19-Aug-79	19790819	-68.57661111	77.96738889	Davis	1460
26-Aug-79	19790826	-68.57661111	77.96738889	Davis	1480
2-Sep-79	19790902	-68.57661111	77.96738889	Davis	1530
3-Sep-79	19790903	-67.60269444	62.87380556	Mawson	1595
9-Sep-79	19790909	-66.28180556	110.5276111	Casey	1
9-Sep-79	19790909	-68.57661111	77.96738889	Davis	1510
11-Sep-79	19790911	-66.28180556	110.5276111	Casey	150
15-Sep-79	19790915	-67.60269444	62.87380556	Mawson	1655
16-Sep-79	19790916	-68.57661111	77.96738889	Davis	1510
19-Sep-79	19790919	-66.28180556	110.5276111	Casey	240
23-Sep-79	19790923	-68.57661111	77.96738889	Davis	1510
26-Sep-79	19790926	-66.28180556	110.5276111	Casey	360
30-Sep-79	19790930	-68.57661111	77.96738889	Davis	1510
1-Oct-79	19791001	-67.60269444	62.87380556	Mawson	1695
6-Oct-79	19791006	-66.28180556	110.5276111	Casey	420
7-Oct-79	19791007	-68.57661111	77.96738889	Davis	1490
14-Oct-79	19791014	-66.28180556	110.5276111	Casey	1
14-Oct-79	19791014	-68.57661111	77.96738889	Davis	1530
15-Oct-79	19791015	-67.60269444	62.87380556	Mawson	1705
21-Oct-79	19791021	-68.57661111	77.96738889	Davis	1560
22-Oct-79	19791022	-67.60269444	62.87380556	Mawson	1705
28-Oct-79	19791028	-68.57661111	77.96738889	Davis	1540
28-Oct-79	19791028	-67.60269444	62.87380556	Mawson	1695
6-Nov-79	19791106	-68.57661111	77.96738889	Davis	1640
8-Nov-79	19791108	-67.60269444	62.87380556	Mawson	1675
11-Nov-79	19791111	-68.57661111	77.96738889	Davis	1640
13-Nov-79	19791113	-67.60269444	62.87380556	Mawson	1670
21-Nov-79	19791121	-68.57661111	77.96738889	Davis	1660
21-Nov-79	19791121	-67.60269444	62.87380556	Mawson	1665
28-Nov-79	19791128	-68.57661111	77.96738889	Davis	1630
1-Dec-79	19791201	-67.60269444	62.87380556	Mawson	1650
5-Dec-79	19791205	-68.57661111	77.96738889	Davis	1500
12-Dec-79	19791212	-68.57661111	77.96738889	Davis	1480
20-Dec-79	19791220	-68.57661111	77.96738889	Davis	1140
24-Dec-79	19791224	-68.57661111	77.96738889	Davis	1
15-Mar-80	19800315	-68.57661111	77.96738889	Davis	1
24-Mar-80	19800324	-67.60269444	62.87380556	Mawson	1
31-Mar-80	19800331	-67.60269444	62.87380556	Mawson	213
1-Apr-80	19800401	-68.57661111	77.96738889	Davis	200
6-Apr-80	19800406	-67.60269444	62.87380556	Mawson	400
7-Apr-80	19800407	-68.57661111	77.96738889	Davis	250
7-Apr-80	19800407	-67.60269444	62.87380556	Mawson	1
13-Apr-80	19800413	-68.57661111	77.96738889	Davis	300
19-Apr-80	19800419	-68.57661111	77.96738889	Davis	350
23-Apr-80	19800423	-67.60269444	62.87380556	Mawson	1
