65	2102	1990	0.04	0.06	0.05	0.07	0.09	0.11	0.11	0.1	0.1	0.08	0.06	0.06	0.11	361	99	1	38.016945	-121.883614	9
66	2102	1991	0.06	0.06	0.07	0.06	0.06	0.08	0.08	0.08	0.08	0.07	0.07	0.04	7.999998	362	99	1	38.016945	-121.883614	9
67	2102	1992	0.04	0.06	0.06	0.07	0.08	0.07	0.11	0.1	0.1	0.09	0.05	0.04	0.11	358	98	1	38.016945	-121.883614	9
68	2102	1993	0.04	0.05	0.07	0.07	0.08	0.13	0.09	0.1	0.1	0.09	0.07	0.04	0.13	361	99	1	38.016945	-121.883614	9
69	2102	1994	0.048	0.047	0.066	0.073	0.077	0.111	0.074	0.097	0.105	0.085	0.038	0.033	0.111	362	99	1	38.016945	-121.883614	9
70	2102	1995	0.044	0.052	0.057	0.074	0.063	0.121	0.119	0.113	0.124	0.095	0.068	0.037	0.124	361	99	1	38.016945	-121.883614	9
71	2102	1996	0.037	0.051	0.072	0.108	0.093	0.121	0.117	0.094	0.101	0.095	0.058	0.04	0.121	361	99	1	38.016945	-121.883614	9
72	2102	1997	0.042	0.044	0.052	0.061	0.062	0.062	0.083	0.087	0.076	0.067	0.051	0.039	8.700001	360	98	1	38.016945	-121.883614	9
73	2102	1998	0.048	0.041	0.047	0.08	0.043	0.057	0.095	0.097	0.096	0.055	0.046	0.037	0.097	360	99	1	38.016945	-121.883614	9
74	2102	1999	0.039	0.037	0.046	0.068	0.046	0.069	0.098	0.095	0.087	0.086	0.048	0.033	9.799999	360	98	1	38.016945	-121.883614	9
75	2102	2000	0.032	0.046	0.058	0.086	0.107	0.078	0.084	0.091	0.091	0.071	0.043	0.036	0.107	362	99	1	38.016945	-121.883614	9
76	2102	2001	0.042	0.049	0.082	0.066	0.106	0.093	0.118	0.086	0.081	0.088	0.057	0.042	0.118	358	98	1	38.016945	-121.883614	9
77	2102	2002	0.036	0.046	0.064	0.064	0.069	0.069	0.111	0.096	0.103	0.085	0.052	0.045	0.111	360	99	1	38.016945	-121.883614	9
78	2102	2003	0.033	0.046	0.076	0.065	0.083	0.085	0.09	0.089	0.094	0.06	0.042	0.043	9.399998	345	95	1	38.016945	-121.883614	9
79	2102	2004	0.041	0.046	0.065	0.071	0.08	0.082	0.063	0.083	0.09	0.081	0.042	0.041	8.999997	360	97	1	38.016945	-121.883614	9
80	2102	2005	0.04	0.045	0.059	0.063	0.065	0.061	0.081	0.084	0.094	0.074	0.051	0.044	9.399998	363	99	1	38.016945	-121.883614	9
81	2102	2006	0.042	0.052	0.048	0.055	0.071	0.105	0.104	0.102	0.087	0.067	0.045	0.043	0.105	360	99	1	38.016945	-121.883614	9
82	2125	1980	0.03	0.05	0.03	0.05	0.05	0.1	0.08	0.05	0.13	0.15	0.06	0.05	0.15	331	87	1	37.482498	-122.203331	9
83	2125	1981	0.06	0.07	0.06	0.13	0.06	0.1	0.09	0.06	0.07	0.08	0.06	0.03	0.13	357	97	1	37.482498	-122.203331	9
84	2125	1982	0.03	0.05	0.05	0.06	0.1	0.04	0.04	0.09	0.07	0.08	0.05	0.03	0.1	358	98	1	37.482498	-122.203331	9
85	2125	1983	0.03	0.04	0.04	0.07	0.08	0.1	0.1	0.14	0.17	0.1	0.05	0.05	0.17	359	99	1	37.482498	-122.203331	9
86	2125	1984	0.05	0.06	0.06	0.11	0.1	0.06	0.1	0.08	0.11	0.06	0.05	0.05	0.11	362	98	1	37.482498	-122.203331	9
87	2125	1985	0.04	0.05	0.05	0.13	0.06	0.06	0.1	0.06	0.08	0.11	0.03	0.03	0.13	355	98	1	37.482498	-122.203331	9
88	2125	1986	0.04	0.07	0.07	0.05	0.06	0.1	0.08	0.04	0.05	0.07	0.05	0.04	0.1	352	95	1	37.482498	-122.203331	9
89	2125	1987	0.04	0.04	0.07	0.09	0.1	0.08	0.06	0.09	0.08	0.12	0.04	0.04	0.12	360	98	1	37.482498	-122.203331	9
90	2125	1988	0.05	0.07	0.09	0.1	0.1	0.05	0.09	0.06	0.07	0.09	0.04	0.04	0.1	357	98	1	37.482498	-122.203331	9
91	2125	1989	0.05	0.05	0.05	0.09	0.07	0.08	0.06	0.07	0.06	0.1	0.05	0.02	0.1	364	100	1	37.482498	-122.203331	9
92	2125	1990	0.03	0.04	0.04	0.05	0.06	0.08	0.06	0.05	0.06	0.05	0.04	0.03	7.999998	363	99	1	37.482498	-122.203331	9
93	2125	1991	0.04	0.05	0.05	0.05	0.06	0.07	0.07	0.05	0.08	0.07	0.04	0.05	7.999998	358	97	1	37.482498	-122.203331	9
94	2125	1992	0.03	0.05	0.04	0.06	0.07	0.04	0.06	0.05	0.09	0.07	0.03	0.04	8.999997	365	100	1	37.482498	-122.203331	9
95	2125	1993	0.04	0.05	0.06	0.04	0.06	0.05	0.1	0.09	0.06	0.07	0.04	0.04	0.1	359	99	1	37.482498	-122.203331	9
96	2125	1994	0.046	0.044	0.061	0.048	0.053	0.07	0.041	0.065	0.084	0.084	0.042	0.038	8.399999	354	98	1	37.482498	-122.203331	9
97	2125	1995	0.039	0.056	0.056	0.076	0.049	0.116	0.14	0.103	0.083	0.071	0.053	0.041	0.14	362	99	1	37.482498	-122.203331	9
98	2125	1996	0.04	0.044	0.059	0.091	0.097	0.09	0.061	0.046	0.075	0.068	0.039	0.04	0.097	357	97	1	37.482498	-122.203331	9
99	2125	1997	0.04	0.046	0.056	0.057	0.079	0.041	0.048	0.035	0.09	0.059	0.042	0.037	8.999997	356	96	1	37.482498	-122.203331	9
100	2125	1998	0.047	0.045	0.045	0.065	0.047	0.058	0.054	0.066	0.06	0.043	0.041	0.037	6.599998	350	97	1	37.482498	-122.203331	9
101	2125	1999	0.04	0.041	0.046	0.063	0.044	0.061	0.069	0.063	0.082	0.081	0.037	0.025	8.200002	359	98	1	37.482498	-122.203331	9
102	2125	2000	0.039	0.044	0.047	0.061	0.08	0.083	0.033	0.044	0.07	0.051	0.034	0.031	0.083	360	99	1	37.482498	-122.203331	9
103	2125	2001	0.036	0.045	0.045	0.05	0.081	0.057	0.055	0.037	0.105	0.061	0.038	0.042	0.105	343	96	1	37.482498	-122.203331	9
104	2125	2002	0.035	0.069	0.061	0.054	0.057	0.056	0.054	0.09	0.079	0.079	0.042	0.041	8.999997	332	88	1	37.482498	-122.203331	9
105	2125	2003	0.036	0.041	0.063	0.056	0.066	0.09	0.048	0.073	0.113	0.055	0.041	0.041	0.113	355	98	1	37.482498	-122.203331	9
106	2125	2004	0.037	0.05	0.066	0.097	0.062	0.049	0.04	0.061	0.084	0.059	0.039	0.04	0.097	357	97	1	37.482498	-122.203331	9
107	2125	2005	0.041	0.045	0.053	0.057	0.052	0.042	0.084	0.063	0.064	0.05	0.039	0.042	8.399999	359	99	1	37.482498	-122.203331	9
108	2125	2006	0.052	0.043	0.049	0.048	0.081	0.072	0.068	0.085	0.062	0.064	0.039	0.041	8.499998	356	99	1	37.482498	-122.203331	9
109	2199	1980	0.05	0.07	0.09	0.15	0.17	0.19	0.21	0.2	0.2	0.13	0.1	0.07	0.21	355	94	1	33.819443	-116.489998	171
110	2199	1981	0.09	0.07	0.11	0.16	0.17	0.19	0.17	0.19	0.18	0.1	0.1	0.08	0.19	352	98	1	33.819443	-116.489998	171
111	2199	1982	0.05	0.09	0.07	0.13	0.15	0.17	0.19	0.18	0.19	0.12	0.06	0.05	0.19	357	99	1	33.819443	-116.489998	171
112	2199	1983	0.05	0.09	0.09	0.11	0.16	0.16	0.18	0.19	0.19	0.09	0.08	0.05	0.19	357	98	1	33.819443	-116.489998	171
113	2199	1984	0.04	0.08	0.12	0.14	0.17	0.16	0.18	0.2	0.13	0.11	0.08	0.05	0.2	355	96	1	33.819443	-116.489998	171
114	2199	1985	0.08	0.08	0.1	0.18	0.15	0.15	0.22	0.24	0.16	0.09	0.08	0.06	0.24	360	99	1	33.819443	-116.489998	171
